;mean;sd;bias;cp;;Mean means;Mean SDs;Mean bias;Mean cps
262;2,24969951;0,21414527;12,48497552;1;;;;;
263;1,896152442;0,182349642;-5,192377882;1;;;;;
264;2,033117774;0,211725477;1,655888687;1;;;;;
265;1,793797314;0,18411759;-10,31013428;1;;;;;
266;2,086134425;0,207328301;4,306721242;1;;;;;
267;2,034719987;0,199637797;1,735999367;1;;;;;
268;2,266065166;0,215125266;13,30325831;1;;;;;
269;2,105399249;0,208681242;5,269962456;1;;;;;
270;2,20227032;0,218297475;10,11351598;1;;;;;
271;1,739145605;0,183087546;-13,04271973;1;;;;;
272;1,943246498;0,191945825;-2,837675102;1;;;;;
273;1,765875874;0,18217468;-11,7062063;1;;;;;
274;2,003218984;0,187485146;0,160949197;1;;;;;
275;2,295082667;0,227213881;14,75413337;1;;;;;
276;1,918083258;0,187707113;-4,095837116;1;;;;;
277;2,18075243;0,208999985;9,037621485;1;;;;;
278;1,863975489;0,183365566;-6,801225546;1;;;;;
279;2,451988647;0,234384163;22,59943235;0;;;;;
280;2,146737711;0,194119456;7,336885551;1;;;;;
281;2,120457348;0,199577713;6,022867376;1;;;;;
282;1,710798161;0,172292194;-14,46009196;1;;;;;
283;2,219058436;0,207044528;10,95292179;1;;;;;
284;1,73625707;0,180626713;-13,18714651;1;;;;;
285;2,330382076;0,222090179;16,51910379;1;;;;;
286;1,939528213;0,18261108;-3,023589371;1;;;;;
287;2,085036456;0,19480815;4,251822776;1;;;;;
288;1,862788781;0,186526212;-6,86056096;1;;;;;
289;1,826429834;0,186503982;-8,678508282;1;;;;;
290;2,045302782;0,215577603;2,265139108;1;;;;;
291;1,833571897;0,187954083;-8,321405126;1;;;;;
292;2,141062113;0,211225661;7,053105673;1;;;;;
293;1,856495234;0,187321821;-7,175238298;1;;;;;
294;1,762023822;0,186002439;-11,89880892;1;;;;;
295;1,861077911;0,183771277;-6,946104431;1;;;;;
296;1,933206443;0,181514821;-3,339677862;1;;;;;
297;2,223765336;0,202632854;11,18826679;1;;;;;
298;1,852833166;0,17941186;-7,358341692;1;;;;;
299;1,807493252;0,183969266;-9,625337403;1;;;;;
300;2,129678121;0,209300553;6,483906064;1;;;;;
301;2,029283484;0,200338865;1,464174204;1;;;;;
302;2,128616561;0,205694586;6,430828074;1;;;;;
303;2,022005291;0,190454321;1,100264568;1;;;;;
304;2,267104339;0,234614232;13,35521694;1;;;;;
305;2,23265662;0,209772722;11,63283102;1;;;;;
306;1,695748661;0,159249284;-15,21256694;1;;;;;
307;2,129405811;0,206426414;6,470290545;1;;;;;
308;2,426004889;0,228136997;21,30024443;1;;;;;
309;1,824582157;0,17926091;-8,770892125;1;;;;;
310;1,992981881;0,193504337;-0,350905948;1;;;;;
311;1,795138436;0,194967438;-10,2430782;1;;;;;
312;2,12436776;0,209667983;6,218388005;1;;;;;
313;2,003764629;0,196247256;0,188231462;1;;;;;
314;2,002211131;0,19291296;0,110556538;1;;;;;
315;1,937747423;0,184983682;-3,112628826;1;;;;;
316;2,154248777;0,199055213;7,712438861;1;;;;;
317;1,975647526;0,200815648;-1,217623706;1;;;;;
318;1,80589702;0,188361582;-9,705148985;1;;;;;
319;1,985416487;0,190953957;-0,729175642;1;;;;;
320;2,012288426;0,205266173;0,614421277;1;;;;;
321;2,102486078;0,204291221;5,124303909;1;;;;;
322;2,173323708;0,208652937;8,66618538;1;;;;;
323;2,213030879;0,214622219;10,65154393;1;;;;;
324;1,720718771;0,177017977;-13,96406146;1;;;;;
325;2,204400796;0,210849342;10,22003979;1;;;;;
326;1,963028008;0,188899524;-1,848599604;1;;;;;
327;1,770052059;0,177613124;-11,49739707;1;;;;;
328;1,999068223;0,190582295;-0,046588862;1;;;;;
329;2,156731436;0,207956643;7,836571817;1;;;;;
330;1,681147261;0,163548602;-15,94263694;1;;;;;
331;2,041336129;0,198385986;2,06680643;1;;;;;
332;1,779293158;0,186113496;-11,03534209;1;;;;;
333;2,029103132;0,194214183;1,455156578;1;;;;;
334;2,205059297;0,222536179;10,25296485;1;;;;;
335;2,224852667;0,21136334;11,24263333;1;;;;;
336;2,01742649;0,200426539;0,87132449;1;;;;;
337;2,196535696;0,204008021;9,826784777;1;;;;;
338;1,775496438;0,175732709;-11,2251781;1;;;;;
339;2,089788873;0,201067779;4,489443638;1;;;;;
340;2,208222723;0,211699506;10,41113613;1;;;;;
341;2,231068464;0,222919924;11,55342322;1;;;;;
342;1,949519649;0,190348647;-2,524017537;1;;;;;
343;1,864816002;0,192823433;-6,759199892;1;;;;;
344;2,251466095;0,213170626;12,57330475;1;;;;;
345;1,795561688;0,167519409;-10,22191562;1;;;;;
346;1,965866608;0,206410498;-1,706669617;1;;;;;
347;1,888046289;0,200177913;-5,597685553;1;;;;;
348;1,822658324;0,187241395;-8,867083816;1;;;;;
349;1,623738214;0,174344921;-18,81308931;0;;;;;
350;1,972754172;0,201669171;-1,362291378;1;;;;;
351;1,861588622;0,184605362;-6,920568899;1;;;;;
352;1,764900759;0,165079271;-11,75496203;1;;;;;
353;2,131920649;0,194157316;6,596032468;1;;;;;
354;1,912702735;0,184441159;-4,364863263;1;;;;;
355;2,079759538;0,195131184;3,987976891;1;;;;;
356;1,698980348;0,172231075;-15,05098262;1;;;;;
357;2,404572933;0,231748105;20,22864667;1;;;;;
358;1,657537138;0,168312358;-17,1231431;0;;;;;
359;2,037654557;0,195031435;1,882727872;1;;;;;
360;1,947863896;0,187212392;-2,6068052;1;;;;;
361;2,014468154;0,19164013;0,723407695;1;;;;;
362;1,658639163;0,164207713;-17,06804186;0;;;;;
363;1,793236031;0,181549805;-10,33819843;1;;;;;
364;2,14920409;0,21247562;7,460204516;1;;;;;
365;2,080511777;0,197385009;4,025588849;1;;;;;
366;2,064962062;0,190037398;3,248103122;1;;;;;
367;1,994053276;0,191098871;-0,297336179;1;;;;;
368;2,188702079;0,214415478;9,435103956;1;;;;;
369;2,404328918;0,221697856;20,21644589;1;;;;;
370;2,038567514;0,196853194;1,928375691;1;;;;;
