;mean;sd;bias;cp;;Mean means;Mean sds;Mean bias;Mean CP
262;-1,851739925;1,076916273;-7,413003741;1;;;;;
263;-1,671663312;0,841886184;-16,4168344;1;;;;;
264;0,05392739;1,108406827;-102,6963695;1;;;;;
265;-0,105213195;1,062236638;-94,73934027;1;;;;;
266;4,173112836;2,199680588;-308,6556418;0;;;;;
267;-0,869192359;1,085641264;-56,54038204;1;;;;;
268;0,584484183;0,930636055;-129,2242092;0;;;;;
269;-0,527533099;0,940463983;-73,62334507;1;;;;;
270;0,706990572;1,488746925;-135,3495286;1;;;;;
271;-0,132167174;1,010717777;-93,3916413;1;;;;;
272;-2,042673936;1,03236094;2,1336968;1;;;;;
273;-1,613231983;1,112673313;-19,33840084;1;;;;;
274;1,15647777;1,484403066;-157,8238885;0;;;;;
275;-0,316079628;1,077057464;-84,1960186;1;;;;;
276;1,627050494;1,61122608;-181,3525247;0;;;;;
277;-1,231257617;1,413035632;-38,43711914;1;;;;;
278;0,273951044;2,082799373;-113,6975522;1;;;;;
279;-0,949750712;0,860753144;-52,5124644;1;;;;;
280;-0,68070425;1,156617161;-65,96478751;1;;;;;
281;-0,487988693;0,948744261;-75,60056535;1;;;;;
282;-0,87810012;1,154643057;-56,09499401;1;;;;;
283;1,242360649;1,717980095;-162,1180325;1;;;;;
284;-0,311395553;0,941040356;-84,43022234;1;;;;;
285;0,867921572;1,477093206;-143,3960786;1;;;;;
286;-1,669389828;1,18534534;-16,53050862;1;;;;;
287;0,519250801;1,127681794;-125,9625401;0;;;;;
288;-0,529514688;1,265359711;-73,52426559;1;;;;;
289;-0,323909486;1,03553437;-83,80452569;1;;;;;
290;1,246497657;1,509094898;-162,3248829;0;;;;;
291;-0,924640404;0,844503001;-53,7679798;1;;;;;
292;-1,86901158;1,345487293;-6,549420975;1;;;;;
293;-0,863112813;1,45088372;-56,84435937;1;;;;;
294;-0,258051077;0,885385583;-87,09744614;0;;;;;
295;-0,301079999;1,06563502;-84,94600007;1;;;;;
296;-1,710225823;1,242144168;-14,48870887;1;;;;;
297;-1,888174247;1,225701324;-5,591287664;1;;;;;
298;-2,143775577;0,976115599;7,188778831;1;;;;;
299;-1,381937213;1,223777543;-30,90313934;1;;;;;
300;-0,468632583;0,905551234;-76,56837083;1;;;;;
